Gammal kod	Gammalt namn	Ny kod	Nytt namn	Hel/Del	Datum ikraftträdande	Ändringstyp	Ändring
068500	Vetlanda, del	068501	Vetlanda, del	Hel	1967-01-01	23	Kodändrad; annat än 20-22
068501	Vetlanda, del	068501	Vetlanda	Hel	1971-01-01	16	Utvidgas och namnändras
068505	Fröderyd	068521	Lannaskede	Hel	2010-01-01	10	Upphör; till befintlig
068506	Bäckaby	068521	Lannaskede	Hel	2010-01-01	10	Upphör; till befintlig
068507	Ramkvilla	068521	Lannaskede	Hel	2010-01-01	10	Upphör; till befintlig
068508	Södra Solberga	068509	Korsberga	Hel	2006-01-01	10	Upphör; till befintlig
068509	Korsberga	068509	Korsberga	Hel	2006-01-01	15	Utvidgas
068510	Lemnhult	068509	Korsberga	Hel	2006-01-01	10	Upphör; till befintlig
068511	Näshult	068514	Nye, Näshult och Stenberga	Hel	2006-01-01	10	Upphör; till befintlig
068512	Stenberga	068514	Nye, Näshult och Stenberga	Hel	2006-01-01	10	Upphör; till befintlig
068513	Skirö	068515	Alseda	Hel	2010-01-01	10	Upphör; till befintlig
068514	Nye	068514	Nye, Näshult och Stenberga	Hel	2006-01-01	16	Utvidgas och namnändras
068515	Alseda	068515	Alseda	Hel	2010-01-01	15	Utvidgas
068516	Ökna	068515	Alseda	Hel	2010-01-01	10	Upphör; till befintlig
068517	Karlstorp	068517	Karlstorp	Hel	2006-01-01	15	Utvidgas
068517	Karlstorp	068515	Alseda	Hel	2010-01-01	10	Upphör; till befintlig
068518	Skede	068515	Alseda	Hel	2010-01-01	10	Upphör; till befintlig
068521	Lannaskede	068521	Lannaskede	Hel	2010-01-01	15	Utvidgas
068522	Myresjö	068521	Lannaskede	Hel	2010-01-01	10	Upphör; till befintlig
068523	Kråkshult, del	068517	Karlstorp	Hel	2006-01-01	10	Upphör; till befintlig
068600	Eksjö	068601	Eksjö	Hel	1967-01-01	23	Kodändrad; annat än 20-22
068602	Hässleby	068602	Hässleby-Kråkshult	Hel	2010-01-01	16	Utvidgas och namnändras
068603	Kråkshult	068523	Kråkshult, del	Del	2005-01-01	12	Ger del till nybildad
068603	Kråkshult	068603	Kråkshult, del	Hel	2005-01-01	40	Namnändrad (ej kodändrad)
068603	Kråkshult, del	068603	Kråkshult	Hel	2006-01-01	40	Namnändrad (ej kodändrad)
068603	Kråkshult	068602	Hässleby-Kråkshult	Hel	2010-01-01	10	Upphör; till befintlig
068604	Bellö	068605	Ingatorp-Bellö	Hel	2005-01-01	10	Upphör; till befintlig
068605	Ingatorp	068605	Ingatorp-Bellö	Hel	2005-01-01	16	Utvidgas och namnändras
068606	Hult	068606	Hult-Edshult	Hel	2018-01-01	16	Utvidgas och namnändras
068607	Edshult	068606	Hult-Edshult	Hel	2018-01-01	10	Upphör; till befintlig
068700	Säby	068701	Säby	Hel	1967-01-01	23	Kodändrad; annat än 20-22
068800	Gränna	068801	Gränna	Hel	1967-01-01	23	Kodändrad; annat än 20-22
068800	Gränna	068800	Gränna	Hel	1963-01-01	16	Utvidgas och namnändras
068801	Gränna stadsförs.	068800	Gränna	Hel	1963-01-01	23	Kodändrad; annat än 20-22
068801	Gränna	068007	Gränna	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
068802	Gränna landsförs.	068800	Gränna	Hel	1963-01-01	10	Upphör; till befintlig
070100	Åseda, del	076000	Åseda	Hel	1965-01-01	10	Upphör; till befintlig
070200	Nottebäck	070201	Nottebäck	Hel	1967-01-01	23	Kodändrad; annat än 20-22
070201	Nottebäck	076004	Nottebäck	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
070301	Sjösås	078003	Sjösås	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
070302	Hornaryd	078004	Hornaryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
070303	Drev	078005	Drev	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
070304	Dädesjö	078006	Dädesjö	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
070401	Herråkra	076801	Herråkra	Hel	1957-01-01	23	Kodändrad; annat än 20-22
070402	Lenhovda	076802	Lenhovda	Hel	1957-01-01	23	Kodändrad; annat än 20-22
070500	Älghult	070501	Älghult	Hel	1967-01-01	23	Kodändrad; annat än 20-22
070501	Älghult	076005	Älghult	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
070600	Hälleberga	070601	Hälleberga	Hel	1967-01-01	23	Kodändrad; annat än 20-22
070601	Hälleberga	088109	Hälleberga	Hel	1969-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
070700	Ekeberga	070701	Ekeberga	Hel	1967-01-01	23	Kodändrad; annat än 20-22
070701	Ekeberga	076103	Ekeberga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
070800	Algutsboda	070801	Algutsboda	Hel	1967-01-01	23	Kodändrad; annat än 20-22
070801	Algutsboda	086203	Algutsboda	Hel	1969-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
070901	Långasjö	086204	Långasjö	Hel	1971-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
070902	Älmeboda	076303	Älmeboda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071000	Ljuder	071001	Ljuder	Hel	1967-01-01	23	Kodändrad; annat än 20-22
071001	Ljuder	076104	Ljuder	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071101	Hemmesjö med Tegnaby	078007	Hemmesjö med Tegnaby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071102	Östra Torsås	078008	Östra Torsås	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071201	Nöbbele	078009	Nöbbele	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071202	Linneryd	076304	Linneryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071300	Södra Sandsjö	071301	Södra Sandsjö	Hel	1967-01-01	23	Kodändrad; annat än 20-22
071301	Södra Sandsjö	076305	Södra Sandsjö	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071401	Väckelsång	076306	Väckelsång	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071402	Uråsa	078010	Uråsa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071403	Jät	078011	Jät	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071500	Urshult	071501	Urshult	Hel	1967-01-01	23	Kodändrad; annat än 20-22
071501	Urshult	076307	Urshult	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071601	Almundsryd	076901	Almundsryd	Hel	1958-01-01	23	Kodändrad; annat än 20-22
071602	Härlunda	076902	Härlunda	Hel	1958-01-01	23	Kodändrad; annat än 20-22
071701	Kalvsvik	078012	Kalvsvik	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071702	Tävelsås	078013	Tävelsås	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071703	Dänningelanda	078014	Dänningelanda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071704	Vederslöv	078015	Vederslöv	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071801	Öja	078016	Öja	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071802	Bergunda	078017	Bergunda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071803	Öjaby	078018	Öjaby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071901	Tjureda	078019	Tjureda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071902	Gårdsby	078020	Gårdsby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071903	Söraby	078021	Söraby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
071904	Tolg	078022	Tolg	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072001	Asa	078023	Asa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072002	Aneboda	078024	Aneboda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072003	Berg	078025	Berg	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072101	Ormesberga	078026	Ormesberga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072102	Ör	078027	Ör	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072103	Moheda	076405	Moheda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072104	Slätthög	076406	Slätthög	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072105	Mistelås	076407	Mistelås	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072200	Hjortsberga och Kvenneberga	072200	Hjortsberga med Kvenneberga	Hel	1962-01-01	40	Namnändrad (ej kodändrad)
072200	Hjortsberga med Kvenneberga	076404	Hjortsberga med Kvenneberga	Hel	1963-01-01	21	Kodändrad; ny kommuntillhörighet
072200	Hjortsberga och Kvenneberga	072200	Hjortsberga och Kvenneberga	Hel	1957-01-01	16	Utvidgas och namnändras
072201	Kvenneberga	072200	Hjortsberga och Kvenneberga	Hel	1957-01-01	10	Upphör; till befintlig
072202	Hjortsberga	072200	Hjortsberga och Kvenneberga	Hel	1957-01-01	23	Kodändrad; annat än 20-22
072301	Blädinge	076408	Blädinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072302	Vislanda	076409	Vislanda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072400	Skatelöv	072401	Skatelöv	Hel	1967-01-01	23	Kodändrad; annat än 20-22
072401	Skatelöv	076410	Skatelöv	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072500	Västra Torsås	072501	Västra Torsås	Hel	1967-01-01	23	Kodändrad; annat än 20-22
072501	Västra Torsås	076411	Västra Torsås	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072600	Virestad	072601	Virestad	Hel	1967-01-01	23	Kodändrad; annat än 20-22
072601	Virestad	076503	Virestad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072700	Stenbrohult	072701	Stenbrohult	Hel	1967-01-01	23	Kodändrad; annat än 20-22
072701	Stenbrohult	076504	Stenbrohult	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072801	Agunnaryd	078102	Agunnaryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072802	Ryssby	078103	Ryssby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072803	Tutaryd	078104	Tutaryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072901	Södra Ljunga	078105	Södra Ljunga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072902	Hamneda	078106	Hamneda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
072903	Kånna	078107	Kånna	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073001	Berga	078108	Berga	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073002	Dörarp	078109	Dörarp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073003	Vittaryd	078110	Vittaryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073101	Angelstad	078111	Angelstad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073102	Annerstad	078112	Annerstad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073103	Nöttja	078113	Nöttja	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073104	Torpa	078114	Torpa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073201	Vrå	078115	Vrå	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073202	Lidhult	078116	Lidhult	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073203	Odensjö	078117	Odensjö	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073301	Göteryd	076505	Göteryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073302	Pjätteryd	076506	Pjätteryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073303	Hallaryd	076507	Hallaryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
073400	Markaryd, del	076701	Markaryd	Hel	1960-01-01	10	Upphör; till befintlig
076000	Åseda, del	076000	Åseda	Hel	1965-01-01	16	Utvidgas och namnändras
076000	Åseda	076001	Åseda	Hel	1967-01-01	23	Kodändrad; annat än 20-22
076002	Herråkra	076003	Lenhovda-Herråkra	Hel	2012-01-01	10	Upphör; till befintlig
076003	Lenhovda	076003	Lenhovda-Herråkra	Hel	2012-01-01	16	Utvidgas och namnändras
076100	Lessebo kbfd	076100	Lessebo	Hel	1961-01-01	40	Namnändrad (ej kodändrad)
076100	Lessebo	076101	Lessebo	Hel	1967-01-01	23	Kodändrad; annat än 20-22
076201	Hovmantorps kbfd	076201	Hovmantorp	Hel	1961-01-01	40	Namnändrad (ej kodändrad)
076201	Hovmantorp	076102	Hovmantorp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
076202	Furuby	078002	Furuby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
076300	Tingsås	076301	Tingsås	Hel	1967-01-01	23	Kodändrad; annat än 20-22
076401	Alvesta	076401	Alvesta	Hel	2010-01-01	15	Utvidgas
076402	Lekaryd	076401	Alvesta	Hel	2010-01-01	10	Upphör; till befintlig
076403	Härlöv	076401	Alvesta	Hel	2010-01-01	10	Upphör; till befintlig
076404	Hjortsberga med Kvenneberga	076401	Alvesta	Hel	2010-01-01	10	Upphör; till befintlig
076500	Älmhult	076501	Älmhult	Hel	1967-01-01	23	Kodändrad; annat än 20-22
076502	Härlunda	076503	Virestad-Härlunda	Hel	2018-01-01	10	Upphör; till befintlig
076503	Virestad	076503	Virestad-Härlunda	Hel	2018-01-01	16	Utvidgas och namnändras
076601	Hinneryd	076702	Hinneryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
076602	Traryd	076703	Traryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
076701	Markaryd, del	076701	Markaryd	Hel	1960-01-01	16	Utvidgas och namnändras
076801	Herråkra	076002	Herråkra	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
076802	Lenhovda	076003	Lenhovda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
076901	Almundsryd	076302	Almundsryd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
076902	Härlunda	076502	Härlunda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
078000	Växjö	078001	Växjö	Hel	1967-01-01	23	Kodändrad; annat än 20-22
078001	Växjö	078001	Växjö domkyrkoförs.	Hel	1977-01-01	40	Namnändrad (ej kodändrad)
078001	Växjö	078028	Skogslyckan	Del	1977-01-01	12	Ger del till nybildad
078001	Växjö domkyrkoförs.	078001	Växjö stads- och domkyrkoförs.	Hel	2014-01-01	16	Utvidgas och namnändras
078001	Växjö domkyrkoförs.	078030	Teleborg	Del	1995-01-01	12	Ger del till nybildad
078002	Furuby	078007	Hemmesjö-Furuby	Hel	2014-01-01	10	Upphör; till befintlig
078003	Sjösås	078003	Sjösås	Hel	2010-01-01	15	Utvidgas
078004	Hornaryd	078005	Drev-Hornaryd	Hel	2006-01-01	10	Upphör; till befintlig
078005	Drev	078005	Drev-Hornaryd	Hel	2006-01-01	16	Utvidgas och namnändras
078005	Drev-Hornaryd	078003	Sjösås	Hel	2010-01-01	10	Upphör; till befintlig
078007	Hemmesjö med Tegnaby	078007	Hemmesjö-Furuby	Hel	2014-01-01	16	Utvidgas och namnändras
078008	Östra Torsås	078008	Ingelstad	Hel	2014-01-01	16	Utvidgas och namnändras
078009	Nöbbele	078008	Ingelstad	Hel	2014-01-01	10	Upphör; till befintlig
078010	Uråsa	078008	Ingelstad	Hel	2014-01-01	10	Upphör; till befintlig
078011	Jät	078008	Ingelstad	Hel	2014-01-01	10	Upphör; till befintlig
078014	Dänningelanda	078015	Vederslöv-Dänningelanda	Hel	2002-01-01	10	Upphör; till befintlig
078015	Vederslöv	078015	Vederslöv-Dänningelanda	Hel	2002-01-01	16	Utvidgas och namnändras
078015	Vederslöv-Dänningelanda	078001	Växjö stads- och domkyrkoförs.	Del	2014-01-01	14	Ger del/delar till befintlig
078015	Vederslöv-Dänningelanda	078015	Vederslöv	Hel	2015-01-01	40	Namnändrad (ej kodändrad)
078016	Öja	078016	Gemla	Hel	2014-01-01	16	Utvidgas och namnändras
078017	Bergunda	078001	Växjö stads- och domkyrkoförs.	Del	2014-01-01	10	Upphör; till befintlig
078017	Bergunda	078016	Gemla	Del	2014-01-01	10	Upphör; till befintlig
078017	Bergunda	078018	Öjaby	Del	2014-01-01	10	Upphör; till befintlig
078018	Öjaby	078018	Öjaby	Hel	2014-01-01	15	Utvidgas
078019	Tjureda	078021	Söraby, Tolg och Tjureda	Hel	2006-01-01	10	Upphör; till befintlig
078021	Söraby	078021	Söraby, Tolg och Tjureda	Hel	2006-01-01	16	Utvidgas och namnändras
078021	Söraby, Tolg och Tjureda	078021	Söraby	Hel	2014-01-01	40	Namnändrad (ej kodändrad)
078022	Tolg	078021	Söraby, Tolg och Tjureda	Hel	2006-01-01	10	Upphör; till befintlig
078023	Asa	078024	Aneboda-Asa-Berg	Hel	2010-01-01	10	Upphör; till befintlig
078024	Aneboda	078024	Aneboda-Asa-Berg	Hel	2010-01-01	16	Utvidgas och namnändras
078024	Aneboda-Asa-Berg	078024	Lammhult	Hel	2014-01-01	40	Namnändrad (ej kodändrad)
078025	Berg	078024	Aneboda-Asa-Berg	Hel	2010-01-01	10	Upphör; till befintlig
078026	Ormesberga	078027	Ör-Ormesberga	Hel	2006-01-01	10	Upphör; till befintlig
078027	Ör	078027	Ör-Ormesberga	Hel	2006-01-01	16	Utvidgas och namnändras
078027	Ör-Ormesberga	078018	Öjaby	Hel	2014-01-01	10	Upphör; till befintlig
078028	Skogslyckan	078001	Växjö stads- och domkyrkoförs.	Hel	2014-01-01	10	Upphör; till befintlig
078028	Skogslyckan	078029	Växjö Maria	Del	1995-01-01	12	Ger del till nybildad
078029	Växjö Maria	078001	Växjö stads- och domkyrkoförs.	Hel	2014-01-01	10	Upphör; till befintlig
078030	Teleborg	078001	Växjö stads- och domkyrkoförs.	Hel	2014-01-01	10	Upphör; till befintlig
078100	Ljungby	078101	Ljungby	Hel	1967-01-01	23	Kodändrad; annat än 20-22
078101	Ljungby	078120	Ljungby Maria	Del	2002-01-01	12	Ger del till nybildad
078105	Södra Ljunga	078107	Södra Ljunga	Hel	2006-01-01	10	Upphör; till befintlig
078106	Hamneda	078107	Södra Ljunga	Hel	2006-01-01	10	Upphör; till befintlig
078107	Kånna	078107	Södra Ljunga	Hel	2006-01-01	16	Utvidgas och namnändras
078113	Nöttja	078107	Södra Ljunga	Hel	2006-01-01	10	Upphör; till befintlig
078118	Bolmsö, del	078118	Bolmsö	Hel	1974-01-01	40	Namnändrad (ej kodändrad)
080101	Hannäs	056106	Hannäs	Hel	1971-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
080102	Ukna	088305	Ukna	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080103	Gärdserum	056107	Gärdserum	Hel	1971-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
080201	Dalhem	088306	Dalhem	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080202	Överum	088307	Överum	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080301	Västra Ed	088308	Västra Ed	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080302	Tryserum	056305	Tryserum	Hel	1971-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
080303	Östra Ed	056306	Östra Ed	Hel	1971-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
080400	Loftahammar	080401	Loftahammar	Hel	1967-01-01	23	Kodändrad; annat än 20-22
080401	Loftahammar	088309	Loftahammar	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080501	Lofta	088310	Lofta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080502	Gamleby	088311	Gamleby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080503	Odensvi	088312	Odensvi	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080601	Hallingebergs norra kbfd	088313	Hallingebergs norra kbfd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080602	Hallingebergs södra kbfd	088314	Hallingebergs södra kbfd	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080701	Törnsfall	088302	Törnsfall	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
080702	Gladhammar	088303	Gladhammar	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
080703	Västrum	088304	Västrum	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
080800	Hjorted	080801	Hjorted	Hel	1967-01-01	23	Kodändrad; annat än 20-22
080801	Hjorted	088315	Hjorted	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080901	Blackstad	088316	Blackstad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
080902	Locknevi	088406	Locknevi	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081001	Djursdala	088407	Djursdala	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081002	Södra Vi	088408	Södra Vi	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081101	Rumskulla	088403	Rumskulla	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081102	Pelarne	088404	Pelarne	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081103	Vimmerby landsförs.	081103	Vimmerby, del	Hel	1965-01-01	40	Namnändrad (ej kodändrad)
081103	Vimmerby, del	088401	Vimmerby	Hel	1971-01-01	10	Upphör; till befintlig
081104	Frödinge	088405	Frödinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081200	Tuna	081201	Tuna	Hel	1967-01-01	23	Kodändrad; annat än 20-22
081201	Tuna	088409	Tuna	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081301	Misterhults norra kbfd	088202	Misterhults norra kbfd	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
081302	Misterhults södra kbfd	088203	Misterhults södra kbfd	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
081400	Kristdala	088204	Kristdala	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
081500	Vena kbfd	081500	Vena	Hel	1955-01-01	40	Namnändrad (ej kodändrad)
081500	Vena	081501	Vena	Hel	1967-01-01	23	Kodändrad; annat än 20-22
081501	Vena	086006	Vena	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081600	Lönneberga	081601	Lönneberga	Hel	1967-01-01	23	Kodändrad; annat än 20-22
081601	Lönneberga	086002	Lönneberga	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
081700	Målilla med Gårdveda	081701	Målilla med Gårdveda	Hel	1967-01-01	23	Kodändrad; annat än 20-22
081700	Målilla med Gårdveda	081700	Målilla med Gårdveda	Hel	1962-01-01	16	Utvidgas och namnändras
081701	Målilla kbfd	081700	Målilla med Gårdveda	Hel	1962-01-01	23	Kodändrad; annat än 20-22
081701	Målilla med Gårdveda	086003	Målilla med Gårdveda	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
081702	Gårdveda kbfd	081700	Målilla med Gårdveda	Hel	1962-01-01	10	Upphör; till befintlig
081801	Järeda	086301	Järeda	Hel	1956-01-01	23	Kodändrad; annat än 20-22
081802	Virserum	086302	Virserum	Hel	1956-01-01	23	Kodändrad; annat än 20-22
081901	Tveta	086007	Tveta	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
081902	Mörlunda	086008	Mörlunda	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
082000	Fagerhult	082001	Fagerhult	Hel	1967-01-01	23	Kodändrad; annat än 20-22
082001	Fagerhult	082104	Fagerhult	Hel	1969-01-01	21	Kodändrad; ny kommuntillhörighet
